Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
02/25/24,Liberty's Delightful Sinful Bakery & Cafe | Caf̩ Corto,Sophia Martinez,Contoso Ltd.,Won,Won,93550,07/28/24,93550,07/28/24,75,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
07/01/24,VanArsdel Ltd. | Caf̩ Grande,Sophia Martinez,Contoso Ltd.,Open,In Progress,350850,06/27/25,0,,5,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Grande,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
12/18/21,Contoso Ltd. | Caf̩ BG-1 Pro,Sophia Martinez,Contoso Ltd.,Lost,Canceled,69400,04/26/22,0,04/26/22,20,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Perfect Brew Coffee  Webinar,Unknown,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
05/31/23,Contoso Ltd. | Caf̩ Corto,Sophia Martinez,Contoso Ltd.,Lost,Canceled,70050,10/08/23,0,10/08/23,25,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
02/12/23,Margie's Travel | Caf̩ A-200 Automatic,Sophia Martinez,Contoso Ltd.,Won,Won,82250,07/04/23,82250,07/04/23,65,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,,Individual,This Quarter,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
05/18/24,Munson's Pickles and Preserves Farm | Diner Mug,Sophia Martinez,Contoso Pharmaceuticals,Won,Won,100,05/28/24,100,05/28/24,90,Hot,Close,,DRINKWARE,Diner Mug,,Individual,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
12/11/24,Northwind Traders | Caf̩ Corto,Sophia Martinez,Contoso Pharmaceuticals,Open,In Progress,199150,07/08/25,0,,15,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Coffee Machine Excellence,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
08/12/21,Contoso Ltd. | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Contoso Pharmaceuticals,Lost,Canceled,85000,11/15/21,0,11/15/21,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Customer Follow-up,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
09/03/23,Contoso Ltd. | Crema Quatro,Sophia Martinez,Contoso Pharmaceuticals,Lost,Canceled,7250,11/09/23,0,11/09/23,45,Cold,Develop,,CONSUMER ESPRESSO,Crema Quatro,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
02/27/23,Fabrikam Inc. | Caf̩ BG-1,Sophia Martinez,Contoso Pharmaceuticals,Won,Won,8650,06/06/23,8650,06/06/23,65,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/30/21,Contoso Ltd. | Smart Grind Home,Sophia Martinez,Contoso Suites,Lost,Canceled,6700,12/06/21,0,12/06/21,25,Cold,Develop,,CONSUMER COFFEE GRINDERS,Smart Grind Home,Customer Care Campaign,Unknown,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
01/04/23,Liberty's Delightful Sinful Bakery & Cafe | Caf̩ BG-1,Sophia Martinez,Contoso Suites,Won,Won,41900,04/16/23,41900,04/16/23,100,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
12/27/21,Relecloud | Crema Caf̩,Sophia Martinez,Contoso Suites,Won,Won,16750,03/14/22,16750,03/14/22,75,Warm,Close,,CONSUMER ESPRESSO,Crema Caf̩,,Individual,This Quarter,US Dollar,Orestas Schafer,Contoso Coffee Price List,User Provided
12/10/22,Contoso Pharmaceuticals | Caf̩ BG-1 Pro,Sophia Martinez,Contoso Suites,Lost,Canceled,38950,04/18/23,0,04/18/23,35,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,,Individual,Next Quarter,US Dollar,Robert Lyon,Contoso Coffee Price List,User Provided
12/25/24,VanArsdel Ltd. | Deluxe Decanter,Sophia Martinez,Contoso Suites,Won,Won,950,02/24/25,950,02/24/25,65,Warm,Close,,DRINKWARE,Deluxe Decanter,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
07/30/23,Contoso Pharmaceuticals | Caf̩ BG-1 Pro,Sophia Martinez,Contoso Suites,Lost,Canceled,100600,02/06/24,0,02/06/24,10,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Robert Lyon,Contoso Coffee Price List,User Provided
05/24/24,Proseware Inc. | Caf̩ Corto,Sophia Martinez,Contoso Suites,Won,Won,52600,09/14/24,52600,09/14/24,75,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,This Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
04/14/24,Trey Research | Storage Canister,Sophia Martinez,Contoso Suites,Won,Won,700,04/25/24,700,04/25/24,95,Hot,Close,,DRINKWARE,Storage Canister,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/26/22,Contoso Suites | Airpot,Sophia Martinez,Contoso Suites,Lost,Canceled,7800,01/13/23,0,01/13/23,40,Cold,Develop,Lost,COMMERCIAL COFFEE MAKERS,Airpot,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
05/12/22,Contoso Suites | Airpot XL,Sophia Martinez,Contoso Suites,Lost,Canceled,4450,08/14/22,0,08/14/22,30,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
11/11/21,Contoso Ltd. | Travel Brew 100,Sophia Martinez,Contoso Suites,Lost,Out-Sold,3650,11/25/21,0,11/25/21,55,Warm,Close,,CONSUMER COFFEE MAKERS,Travel Brew 100,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
03/12/22,Proseware Inc. | Precision Brew 100,Sophia Martinez,Contoso Suites,Won,Won,10350,04/01/22,10350,04/01/22,100,Hot,Close,,CONSUMER COFFEE MAKERS,Precision Brew 100,Coffee Machine Excellence,Individual,Immediate,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
09/13/21,Contoso Suites | Caf̩ A-200 Automatic,Sophia Martinez,Contoso Suites,Lost,Canceled,286650,09/25/22,0,09/25/22,30,Cold,Close,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
05/20/22,Trey Research | Caf̩ Grande,Sophia Martinez,Contoso Suites,Won,Won,231350,01/16/23,231350,01/16/23,100,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ Grande,Coffee Machine Excellence,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
04/26/24,Proseware Inc. | AutoDrip,Sophia Martinez,Contoso Suites,Lost,Out-Sold,4300,07/29/24,0,07/29/24,55,Warm,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
12/06/23,Contoso Suites | Caf̩ BG-1 Pro,Sophia Martinez,Contoso Suites,Lost,Canceled,105400,06/18/24,0,06/18/24,5,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
11/26/21,Fabrikam Inc. | Caf̩ A-100 Automatic,Sophia Martinez,Contoso Suites,Lost,Out-Sold,264050,08/27/22,0,08/27/22,55,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
08/26/21,Contoso Suites | Caf̩ PG-1,Sophia Martinez,Contoso Suites,Lost,Canceled,28800,12/23/21,0,12/23/21,5,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
04/21/24,Contoso Suites | Caf̩ PG-1 Pro,Sophia Martinez,Contoso Suites,Lost,Canceled,8700,07/29/24,0,07/29/24,25,Cold,Develop,Lost,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
03/10/24,Contoso Suites | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Contoso Suites,Lost,Canceled,72200,08/19/24,0,08/19/24,35,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
08/26/21,Contoso Suites | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Contoso Suites,Lost,Canceled,113800,03/18/22,0,03/18/22,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
04/13/21,VanArsdel Ltd. | Caf̩ BG-1,Sophia Martinez,Contoso Suites,Won,Won,18550,07/01/21,18550,07/01/21,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,,Individual,This Quarter,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
04/01/24,Contoso Suites | CP Cappuccino Cup with Saucer,Sophia Martinez,Contoso Suites,Lost,Canceled,200,04/11/24,0,04/11/24,40,Cold,Qualify,Lost,DRINKWARE,CP Cappuccino Cup with Saucer,Coffee Innovation Webinar,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
10/24/24,Adventure Works Cycles | Quick Kettle,Sophia Martinez,Fabrikam Inc.,Won,Won,1200,12/24/24,1200,12/24/24,80,Hot,Close,,DRINKWARE,Quick Kettle,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
03/15/24,Contoso Suites | Deluxe Decanter,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,1050,06/14/24,0,06/14/24,35,Cold,Close,,DRINKWARE,Deluxe Decanter,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
04/27/24,First Up Consultants | Caf̩ S-200 Semi-Automatic,Sophia Martinez,Fabrikam Inc.,Open,In Progress,382350,07/13/25,0,,5,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ S-200 Semi-Automatic,New Product Release,Unknown,This Quarter,US Dollar,Armin Woodward,Contoso Coffee Price List,User Provided
02/03/23,Fabrikam Inc. | Drink Spoon,Sophia Martinez,Fabrikam Inc.,Won,Won,150,04/04/23,150,04/04/23,75,Warm,Close,,DRINKWARE,Drink Spoon,,Individual,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/22/21,Contoso Suites | Drink Spoon,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,200,07/21/21,0,07/21/21,35,Cold,Qualify,,DRINKWARE,Drink Spoon,,Individual,Next Quarter,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
10/09/21,Contoso Suites | Precision Grind Travel,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,2800,10/22/21,0,10/22/21,45,Cold,Close,Lost,CONSUMER COFFEE GRINDERS,Precision Grind Travel,Coffee Trade Fair,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
04/18/22,Contoso Ltd. | Caf̩ A-200 Automatic,Sophia Martinez,Fabrikam Inc.,Won,Won,148950,09/24/22,148950,09/24/22,80,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
07/29/23,Contoso Ltd. | Quick Kettle,Sophia Martinez,Fabrikam Inc.,Won,Won,300,08/08/23,300,08/08/23,85,Hot,Close,,DRINKWARE,Quick Kettle,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/03/24,Woodgrove Bank | Caf̩ A-200 Automatic,Sophia Martinez,Fabrikam Inc.,Won,Won,245500,12/15/24,245500,12/15/24,65,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Nealy Middas,Contoso Coffee Price List,User Provided
06/19/23,Fabrikam Inc. | Airpot,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,1350,09/18/23,0,09/18/23,15,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
07/07/21,Southridge Video | Quick Kettle,Sophia Martinez,Fabrikam Inc.,Won,Won,150,09/05/21,150,09/05/21,65,Warm,Close,,DRINKWARE,Quick Kettle,,Individual,This Quarter,US Dollar,Conrad Fenwick,Contoso Coffee Price List,User Provided
08/25/24,Alpine Ski House | Cupping Glass,Sophia Martinez,Fabrikam Inc.,Won,Won,150,10/24/24,150,10/24/24,65,Warm,Close,,DRINKWARE,Cupping Glass,,Individual,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
01/26/25,Trey Research | Cupping Glass,Sophia Martinez,Fabrikam Inc.,Won,Won,50,03/27/25,50,03/27/25,80,Hot,Close,,DRINKWARE,Cupping Glass,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
03/31/21,Fabrikam Inc. | Airpot XL,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,3450,07/02/21,0,07/02/21,40,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
12/22/23,Fabrikam Inc. | Airpot XL,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,4550,03/26/24,0,03/26/24,40,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
06/26/21,Fabrikam Inc. | Barista Express,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,108500,01/11/22,0,01/11/22,10,Cold,Develop,,COMMERCIAL ESPRESSO,Barista Express,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/07/21,Fabrikam Inc. | Caf̩ A-100 Automatic,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,46900,07/23/21,0,07/23/21,25,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/06/23,Fabrikam Inc. | Caf̩ A-100 Automatic,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,188000,03/22/24,0,03/22/24,50,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
05/27/23,Fabrikam Inc. | Caf̩ A-200 Automatic,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,42700,10/07/23,0,10/07/23,10,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/12/22,VanArsdel Ltd. | Cleaning Kit,Sophia Martinez,Fabrikam Inc.,Won,Won,450,11/11/22,450,11/11/22,65,Warm,Close,,DRINKWARE,Cleaning Kit,,Individual,This Quarter,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
08/13/22,Munson's Pickles and Preserves Farm | 2-Year Espresso Blend Subscription,Sophia Martinez,Fabrikam Inc.,Lost,Out-Sold,103150,02/22/23,0,02/22/23,55,Warm,Close,,SUBSCRIPTION-CM,2-Year Espresso Blend Subscription,,Individual,Next Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
10/19/24,Consolidated Messenger | Accu Scale,Sophia Martinez,Fabrikam Inc.,Open,In Progress,150,05/07/25,0,,10,Cold,Develop,,DRINKWARE,Accu Scale,Loyalty Customer Promotion,Unknown,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
05/22/21,Fabrikam Inc. | Frothing Pitcher,Sophia Martinez,Fabrikam Inc.,Won,Won,200,06/01/21,200,06/01/21,95,Hot,Close,,DRINKWARE,Frothing Pitcher,Coffee Machine Excellence,Individual,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
03/22/25,Fabrikam Inc. | Crema Quatro,Sophia Martinez,Fabrikam Inc.,Open,In Progress,24700,06/15/25,0,,15,Cold,Propose,,CONSUMER ESPRESSO,Crema Quatro,New Product Release,Unknown,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/18/24,Fabrikam Inc. | Caf̩ BG-1 Pro,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,71900,02/27/25,0,02/27/25,15,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,New Product Release,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
06/22/21,Fabrikam Inc. | Caf̩ BG-1 Pro,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,129550,01/28/22,0,01/28/22,15,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,New Product Release,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
12/15/22,Fabrikam Inc. | Caf̩ Corto,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,19700,04/04/23,0,04/04/23,10,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Barista Monthly Digest,Unknown,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/05/21,Fabrikam Inc. | Caf̩ Corto,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,49050,08/22/21,0,08/22/21,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
05/17/23,Fabrikam Inc. | Caf̩ Corto,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,87000,02/28/24,0,02/28/24,25,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,This Year,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
09/21/24,Trey Research | Diner Mug,Sophia Martinez,Fabrikam Inc.,Won,Won,450,10/01/24,450,10/01/24,65,Warm,Close,,DRINKWARE,Diner Mug,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/18/23,Fabrikam Inc. | Caf̩ Duo,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,126750,06/22/24,0,06/22/24,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Duo,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
12/22/23,Contoso Suites | Quick Kettle,Sophia Martinez,Fabrikam Inc.,Won,Won,500,01/02/24,500,01/02/24,85,Hot,Close,,DRINKWARE,Quick Kettle,,Individual,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
03/28/25,Trey Research | Smart Grind Travel,Sophia Martinez,Fabrikam Inc.,Open,In Progress,5550,04/13/25,0,,100,Hot,Qualify,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
03/28/25,Lamna Healthcare Company | 2-Year Espresso Blend Subscription,Sophia Martinez,Fabrikam Inc.,Open,In Progress,112700,09/17/25,0,,0,Cold,Propose,,SUBSCRIPTION-CM,2-Year Espresso Blend Subscription,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
12/19/21,Fabrikam Inc. | Capacity IoT sensor,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,800,02/18/22,0,02/18/22,50,Cold,Qualify,,SERVICES,Capacity IoT sensor,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/22/23,Tailspin Toys | Caf̩ A-100 Automatic,Sophia Martinez,Fabrikam Inc.,Won,Won,83000,09/12/23,83000,09/12/23,75,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,,Individual,This Quarter,US Dollar,Carlene Avery,Contoso Coffee Price List,User Provided
05/07/21,Fabrikam Inc. | CP Cappuccino Cup with Saucer,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,100,05/17/21,0,05/17/21,50,Cold,Qualify,,DRINKWARE,CP Cappuccino Cup with Saucer,Barista Monthly Digest,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
08/30/23,Fabrikam Inc. | CP Cappuccino Cup with Saucer,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,200,03/17/24,0,03/17/24,25,Cold,Qualify,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,This Year,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
11/04/24,Fabrikam Inc. | Crema Caf̩ XL,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,30700,02/03/25,0,02/03/25,30,Cold,Develop,,CONSUMER ESPRESSO,Crema Caf̩ XL,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/23/21,Fabrikam Inc. | Cupping Glass,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,50,07/22/21,0,07/22/21,45,Cold,Qualify,,DRINKWARE,Cupping Glass,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
06/17/24,Fabrikam Inc. | Deluxe Decanter,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,500,09/16/24,0,09/16/24,45,Cold,Qualify,,DRINKWARE,Deluxe Decanter,,Individual,Next Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/27/22,Fabrikam Inc. | Deluxe Decanter,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,700,05/08/22,0,05/08/22,50,Cold,Qualify,Lost,DRINKWARE,Deluxe Decanter,Customer Care Campaign,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
02/10/22,Fabrikam Inc. | Diner Mug,Sophia Martinez,Fabrikam Inc.,Lost,Canceled,250,02/20/22,0,02/20/22,50,Cold,Qualify,Lost,DRINKWARE,Diner Mug,Customer Follow-up,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
